id_pencarian,nama_pencarian,jenjang_pencarian,pt_pencarian,pt_singkat_pencarian,id_sp,id_sms,nama_pt,kode_pt,nama_prodi,kode_prodi,kel_bidang,jenj_didik,tgl_berdiri,tgl_sk_selenggara,sk_selenggara,no_tel,no_fax,website,email,alamat,provinsi,kab_kota,kecamatan,lintang,bujur,status,akreditasi,akreditasi_internasional,status_akreditasi,detail_error
UX-xGHixcg5-LwmHZLcvUL38vlQgMjFwureWphZYZeptri6SPD2h8LE-fXOssM43pf-dqA==,STATISTIKA,S1,UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,HVdxCh_3tcyN5leQf60TcWLL1FFyeN-0cfRpZ9EJ7TbfHLnDPw2XzQGDviD2a7SC5kfNiw==,uXyA5hoO9i6klUMMNcZKLYnUzMo-ubiTCMa2kwv5jN4rW8x9CtEe6QtHR_NZ_-YFzSIh7A==,Universitas Singaperbangsa Karawang,001063  ,Statistika,49201,MIPA,S1,2025-12-22T00:00:00Z,2025-12-22T00:00:00Z,1162/B/O/2025,,,,,,Prov. Jawa Barat,Kab. Karawang,Kec. Teluk Jambe Timur,0,0,Aktif,,-,,
eZBJor3LZhmJBQPDuVcFA3dtU-mB9ZvsITr7vKH22eML205cpHayn2FT84VZlynA7rBLDg==,STATISTIKA,S1,UNIVERSITAS YPPI REMBANG,UYR,eLtLfVs9gb4M3v2UbPsVnYY7--JdT6e_Z8GGeYhK4Bcmt2UbNB2GKn6-N3pNf7Mt4W3FhQ==,6zd8Qz1tR_A_BjOnzbYfPFRBf5GA5CNCRicEtu-i5zLXmGv9ykFfyWaD-cDFWJpfCo-DFQ==,Universitas YPPI Rembang,061069  ,Statistika,49201,MIPA,S1,2022-04-08T00:00:00Z,2022-04-08T00:00:00Z,261/E/O/2022,,,,,,Prov. Jawa Tengah,Kab. Rembang,Tidak Diisi,0,0,Tutup,,-,,
Vfq1qCEakS280J7amvHJ9bTTvF0yfK4JXTC1rc94eRjfuUAGF5Dnqnsx8FvnGq8-2s-U2w==,STATISTIKA,S1,UNIVERSITAS KRISTEN INDONESIA TOMOHON,UKIT,L2u21rrVOPtb-UZRU62Fw8ajwnCSzT4YE1FJShjpxvUT6gAnY8K_cXxvq2CtSfa-Bzua0Q==,4D1WXeYc-oxhW4_uB7mwu1cBKTOJ8ugNRVYbZiIbQnNYZBxg-RYzmt28E9Ij7s0KQGNF3Q==,Universitas Kristen Indonesia Tomohon,161001  ,Statistika,49201,MIPA,S1,1965-02-20T00:00:00Z,2004-08-25T00:00:00Z,3371/D/T/2004                           ,081944081375        ,0431 356852         ,           ,ukit.gmim@gmail.com,Jln. Raya Talete II Kampus II UKIT - Kuranga                ,Prov. Sulawesi Utara,Kota Tomohon,Kec. Tomohon Utara,0,0,Pembinaan,,-,,
hmZ_PJemzm7vXakqhC9ncqAyF7mzaMWkLw9o1egFmOiaLu3r8Ku4ZW7NpwhoOm5ncXTI1A==,STATISTIKA,S1,UNIVERSITAS SULTAN AGENG TIRTAYASA,UNTIRTA,rUMDfxYZ6XZQLNZwHf8SMVkoHefnCidIUK62-DKcwu61W-yKvSfQTlyIUNSNrq5KMGGfjw==,j04rkzz8SSOMcHLZC8L4NkTdcjKzJ1nqYmwGY3WUaUxqwia4PbI0-ZgMZU8NS024bHIYLQ==,Universitas Sultan Ageng Tirtayasa,001042  ,Statistika,49201,MIPA,S1,2023-03-20T00:00:00Z,2023-03-20T00:00:00Z,301/E/O/2023,,,,,,Prov. Banten,Kab. Serang,Tidak Diisi,0,0,Aktif,Baik,-,,
crUcDE2xNm1zCX7qUgo8zxtqBiRE-9-Y8g28hualjHgmmTNnzZeLYLXT4vX1NTsSqyow7Q==,STATISTIKA BISNIS,D4,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,x6RplIlk0Y08YSiZazdt0XelOw4Lt2ElLosd9r7GqiJMiY4VySbExFJko4-Xhn7323cuMA==,WBI-pcuq0np-2o3gBoqi21y7ZzGKCBt3JIbSI0cuqCapoYxahpdcMRDtX95tds9lGW-7aQ==,Institut Teknologi Sepuluh Nopember,002002  ,Statistika Bisnis,49501,MIPA,D4,2019-01-23T00:00:00Z,2019-01-23T00:00:00Z,0267/IT2/HK.00.01/2019,031-599 4251-55,,b-stat.its.ac.id,sb@its.ac.id,,Prov. Jawa Timur,Kota Surabaya,Kec. Sukolilo,-7.2782789,112.7926785,Aktif,Baik,-,,
o_sxr9vyXLqy9LQI4JEb5stlq714oTPVZ3q7GSwmUVZO7iMbDVV9PZDcoEkypoO9JIA_Pw==,STATISTIKA,S1,UNIVERSITAS AKPRIND INDONESIA,AKPRIND UNIVERSITY,QqoTixie_CP81Tv6iKvSL6n0-kKmPed1erZlq2VT_jD87KMjCBU2rU86m0pbmZnne9YMOw==,PSN_CLgjhFEm76LOIuxotJ4wepCmIOslyXmjq2_haA2S0EgRpbTswR8gdqBfen4JooMJ5g==,Universitas AKPRIND Indonesia,051031  ,Statistika,49201,MIPA,S1,2024-02-28T00:00:00Z,2024-02-28T00:00:00Z,217/E/O/2024,0274563029,,https://statistika.akprind.ac.id/,,,Prov. D.I. Yogyakarta,Kota Yogyakarta,Tidak Diisi,-7.784628,110.3858084,Aktif,Unggul,-,,
WZRKP9xkIcPYA1yDcIlmz7qJ-GeDJBn4cFGXlYZfs1R5882WcWqWrKFPixj5jVfPXRtdHw==,STATISTIKA TERAPAN,S2,INSTITUT PERTANIAN BOGOR,IPB,kSKnURj5aZOFIM-p-L35lR-moe_4Do-G6j2HIP46ayHnHK8h9Av8ZUMLGDYeJmYp-txHAQ==,3L_6JMhbhjspbOm3OefuCWbwDWRRnKPHfUoYcj43rvVtD2faCEGjlwc8hx8nGV7yQzxvHA==,Institut Pertanian Bogor,002003  ,Statistika Terapan,49102,MIPA,S2,2007-11-03T00:00:00Z,2012-12-28T00:00:00Z,253/IT3/DT/2012                       ,0251-86245535,0251-86245535   ,stat.ipb.ac.id           ,pasca.stk@apps.ipb.ac.id             ,: Jalan Meranti Wing 22 Level 4 Kampus IPB Darmaga Bogor    ,Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,-6.600124,106.806632,Aktif,A,-,,
Ll41qsRaEyAiE19MnUg9jU4nTnr4kMQ4NsTeTS0J2EE5whRI8V0g40CLHbbqHV4sFldLsw==,STATISTIKA,S1,UNIVERSITAS NAHDLATUL ULAMA GORONTALO,UNUGO,2DEqCjJDv1a3qD9hsNr2fxC0EbTe_D6oPGx-it6TdYFr9z2DYDsgQh0oS-DxC5gWVT_NKQ==,K7Wzi_lKgK8OFEBm12VBK1p-vUW-PQtQDB18HyBqtlFVnRBvsfIBs2bXelnXkA5AqNSCiw==,Universitas Nahdlatul Ulama Gorontalo,161020  ,Statistika ,49201,MIPA,S1,2018-07-19T00:00:00Z,2018-07-19T00:00:00Z,582/KPT/I/2018,,,,,,Prov. Gorontalo,Kota Gorontalo,Kec. Kota Timur,0,0,Aktif,Baik,-,,
X3nC03QJwJmDAb0716oQkc5KxzDevB-0tK-XePWKOuZZnkaHzMPMCnhn2Jhxs9JHL1bdFg==,STATISTIKA,S1,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,UNUGIRI,aPQOY2tGjvcMO1xQeq38xaz4B-YKOQ5kxFiwAG50H-4M3UpKcFMA2qr_FS4P6CAfrlKJGQ==,vCg8d1GpinYtLOXKTkvVkA6735UpKs1fs-swIqCkPCivVRVx2T0EvUleTDAgotzl3Ftm2A==,Universitas Nahdlatul Ulama Sunan Giri,071088  ,Statistika,49201,MIPA,S1,2014-10-17T00:00:00Z,2014-10-17T00:00:00Z,583/E/O/2014,(0353) 887341,,statistika.unugiri.ac.id,statistika.fst@unugiri.ac.id,Jl. A. yani No. 10,Prov. Jawa Timur,Kab. Bojonegoro,Kec. Bojonegoro,-7.1679385,111.8929638,Aktif,Baik Sekali,-,,
4ex21xocQwVjWSVJPrsA2AbbWJWA0ffiwmu9uSf-ipEdFarI4epYVdSojhFwvvpTqjUZKg==,STATISTIKA DAN SAINS DATA,S1,UNIVERSITAS ANDALAS,UNAND,1Wvmf6TX9KYFvAKsv8AETxdHb-0mXV43KkfvdJiKOVbWljhmSh74tIzPPduGNPH6HPLqqA==,L6G0TcVn5kn-i0HQ-ZzDppnro_3QHe6wUvEgrNUsaYhPoPH9l-u-nbFq3CfDkOOeIZWEHg==,Universitas Andalas,001006  ,Statistika dan Sains Data,49205,MIPA,S1,2024-12-23T00:00:00Z,2024-12-23T00:00:00Z,3181/UN16.R/KPT/I/2024,,,,,,Prov. Sumatera Barat,Kota Padang,Kec. Pauh,0,0,Aktif,,-,,
nU28Qlnfcgs55PUOH3NCDsveV8gW_TtsKre6wM3ZcVIglX_1mGa-nbU4gaUWVuxt4D33rQ==,STATISTIKA,S1,INSTITUT SAINS DAN TEKNOLOGI PALAPA,ITP,nMQbWM45sjq695a1sCp9jSbZ0HMqRpSDmKz8ifhm3lApHyPec1BemCEDoMcVHEkcOwJWBw==,_uqQEh-r6YSUudcrDHWDGuWUT0ZOtNHhZrjKnSsBI1HEg24GdiXivGujrFTaboAESfIO8w==,Institut Sains Dan Teknologi Palapa,072013  ,Statistika,49201,MIPA,S1,2000-12-16T00:00:00Z,2004-02-10T00:00:00Z,524/D/T/2004                            ,0341 582134         ,,,                                        ,-,Prov. Jawa Timur,Kota Malang,Kec. Lowokwaru,0,0,Aktif,,-,,
itmbr4ugfdMzzsTmF0m2qYdS6WCsboxycajTo8wqy5fKAKJU5bzcTwSZEJxD4Xg4wHn1QA==,STATISTIKA TERAPAN,D3,UNIVERSITAS BIMA INTERNASIONAL MFH,UNBIM,TPwSgI9gjAXvHgE7BZr1AGgnc4bDCbkYrSH23h3PCYKiwhyvqJ6aWyEeiYO3ELNn0Yw5aQ==,69K2yURHnKZHvoctXE-UenjRuChRiBDPX-oCjfv6U4gmeR3dqUmAEsmWaxM6WXVHJ3dqQg==,Universitas Bima Internasional MFH,081052  ,Statistika Terapan,49401,MIPA,D3,2025-04-22T00:00:00Z,2025-04-22T00:00:00Z,290/B/O/2025,,,,,,Prov. Nusa Tenggara Barat,Kota Mataram,Tidak Diisi,0,0,Aktif,Baik,-,,
8DebP_ghY0ObdwSU5JbMrNrzvAn_9G9mlpdrJ6DinmrvO5OBNFA0ChIHKGcfxt_DRiKoBw==,STATISTIKA,S1,UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,UNU LAMPUNG,iv1M4w0C4YUYuHcpo1xdlpQc2clUtlF0g_xnYPkmFapcUFSAFc6BkhwtjABWLrXqslqtRg==,O6KkQLyzW5Sf3BUPl8oi22rSuz439abV1P5hmUH_iHCnExwsnwXOduPytzxwxhq6MCImcw==,Universitas Nahdlatul Ulama Lampung,021026  ,Statistika,49201,MIPA,S1,2014-10-17T00:00:00Z,2014-10-17T00:00:00Z,562/E/O/2014,,,,,"Jl. Hanafiah, Lintas Timur, Mataram Marga",Prov. Lampung,Kab. Lampung Timur,Kec. Purbolinggo,0,0,Aktif,Baik,-,,
KFXkJaVz6ETio8S_0N-YAhkwrvqKHYdziA0kVOhtnQF11HA_2EyKUKylaZt2_PPm9gNSRg==,STATISTIKA,S1,UNIVERSITAS ISLAM NEGERI PALANGKA RAYA,UINPR,khIcjedrFaI5DVpVZaN3vnsH4-qvIOkndkSW7jsyXaAk5vW0746VJz0-4LTEP3eSh3if6w==,1sfwfpN12oD5jYrBP0ZBq4ek1SZ1ucCy2n9-oE7WDaLUL5C9ztk8LaM_fueBDB_W1zs6RA==,Universitas Islam Negeri Palangka Raya,201034  ,Statistika,49205,MIPA,S1,2025-12-30T00:00:00Z,2025-12-30T00:00:00Z,1225/B/O/2025,,,,,,Prov. Kalimantan Tengah,Kota Palangka Raya,Tidak Diisi,0,0,Aktif,,-,,
ra4eao5UDeXilZHx5suBqKCrB_ySq1RCP6M6ersYt6I_LGrPGoYHI_T5hIn4U95Gcu5V9A==,STATISTIKA TERAPAN DAN KOMPUTASI,D3,UNIVERSITAS NEGERI SEMARANG,UNNES,GEysjUrJ7X2guS5P-pZ8aiQarl59HCnVzfd_z96H0K7d_BhF5NjlA23WlE-3wSeaPWc_0A==,SxUvWSWsJ0dwjU0yVp_ggrVdL5AxX0MR_bCVSVh7TsSMQShR3e4fTwgkbRVLfp8DtrDpfQ==,Universitas Negeri Semarang,001041  ,Statistika Terapan dan Komputasi,49401,MIPA,D3,2003-07-09T00:00:00Z,2003-07-09T00:00:00Z,1430/D/T/2003                 ,0248508032,0248508032, matematika.unnes.ac.id                              ,statistika@mail.unnes.ac.id                            ,                                                            ,Prov. Jawa Tengah,Kota Semarang,Kec. Gunung Pati,-7.05015,110.39372,Aktif,A,-,,
d2NzhLlqdsV80U9NuJl2jUigCZOa6beqH2fWaO02l5YS8lE_Xr8YNwoMOXLh62Xz1bjGGw==,STATISTIKA DAN SAINS DATA,S2,INSTITUT PERTANIAN BOGOR,IPB,mTZtLSDjzlRL5KeY7OJvPnTReRxYsJbWtrKzPl70qrsz40BHHubUh4XZ4i21gyQQmF7blQ==,eaCH-8EYCqIT_jqQhGPICUdOiiczo2edXvc2nOApVjxOjK10gLNzgEX_0fK00q-9tEXeag==,Institut Pertanian Bogor,002003  ,Statistika dan Sains Data,49101,MIPA,S2,2020-02-04T00:00:00Z,2020-02-04T00:00:00Z,59/IT3/PP/2020,0251 – 8624535,0251 – 8624535,stat.ipb.ac.id,statistika@apps.ipb.ac.id,"Jalan Meranti Wing 22 Level 4 Kampus IPB Darmaga, Bogor",Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,0,0,Aktif,Unggul,-,,
S5L-0SVl14sToQXUS8-PGTj59XAULF6z-3USczWp38MGlR_nvgeuuyqHjTlsfGX1SaJWcw==,STATISTIKA DAN SAINS DATA,S1,UNIVERSITAS NEGERI SEMARANG,UNNES,6fO1BOClCzzG6NAUUxFa2T8YPCV37IVlZ_KYhJIM2OsHe4YH-xYGVuJvSQ5ZW_0VppK3-w==,ggRe3ZFF5MyuCSmRpetVBf4K9pOOCggthvyTlXK3nSFk2frKXMhukflg4mpqSSbY2eZ_wQ==,Universitas Negeri Semarang,001041  ,Statistika dan Sains Data,49205,MIPA,S1,2023-06-13T00:00:00Z,2023-06-13T00:00:00Z,B/435/UN37/HK/2023,(024)8508032,(024)8508032,https://unnes.ac.id/ssd-s1/,,,Prov. Jawa Tengah,Kota Semarang,Kec. Gunung Pati,0,0,Aktif,Baik,-,,
ijJFhxbFiNPqq0OZ-tDBmE9kv3lNMwhYZhGW6BcVxIPKK4AV-GWOIOqzRynET4kNm6QDbA==,STATISTIKA TERAPAN,D3,POLITEKNIK MEDICA FARMA HUSADA MATARAM,POLMEFARDAM,gRq1hxvMbCxq7gyxvWEWYbQkLgzxsM0gullFZ61GhFU61kTmV4A5R4FH1Aq0WGa2CbVxYA==,-_kW_b92foyQwu3xBWt2RP7429tsEce8SPpNwyS1_aP3YGhw9nMF4LY94GjviBAzkHCVcA==,Politeknik Medica Farma Husada Mataram,085005  ,Statistika Terapan,49401,MIPA,D3,2021-02-22T00:00:00Z,2021-02-22T00:00:00Z,023/D/OT/2021,,,,,,Prov. Nusa Tenggara Barat,Kota Mataram,Kec. Sekarbela,-8.603702,116.0860491,Alih Bentuk,Baik,-,,
xfxzEuz57ZKFbbyD3RWrXkBW9_PrnlvUFyWUmZPx5MhQC-B0zaGclgeGdgIQK6QFi-6C0Q==,STATISTIKA,S1,INSTITUT SAINS DAN TEKNOLOGI AKPRIND,IST AKPRIND,1j4G1ExukjPFd_MMbRISFPGLkBfH0B5r14tfRjtIdvWKF9En4NxBeh6s1GWD1039oPRYpA==,Uzu4wBW0sUjGDpO-rj-yny4C-TRrhmawM7D4mQ0wHB12AOkJexLoZEc7Mg1CSNKao3Celw==,Institut Sains Dan Teknologi Akprind,052003  ,Statistika,49201,MIPA,S1,1991-01-16T00:00:00Z,2011-07-25T00:00:00Z,7998/D/T/K-V/2011                       ,0274-544504         ,0274-563847,statistika.akprind.ac.id,statistika.fst@gmail.com,Jl.Bimasakti No.3 Pengok,Prov. D.I. Yogyakarta,Kota Yogyakarta,Tidak Diisi,-7.787099,110.388532,Alih Bentuk,,-,,
UdhT0l9pRwmuYjWIn6gObpeJ1TKX3IgRmzdQQXoH_kbaRvNt0YOhVzsbE46YSiCqOHMJJQ==,STATISTIKA DAN SAINS DATA,S3,INSTITUT PERTANIAN BOGOR,IPB,h3bf_7wz6d5y7NX3YhcruvJmY116FPIGvBnUdlDx6FGPW1LX4e3ZHMEPqotvDxD3hXVCoQ==,pfMruXHECQSZ7fzSl-OojLCAu6jSc2vnVqFFOpSBbviCVhnUA8IMaVJBmmx_aDS6BXrDGQ==,Institut Pertanian Bogor,002003  ,Statistika dan Sains Data,49001,MIPA,S3,2020-02-04T00:00:00Z,2020-02-04T00:00:00Z,60/IT3/PP/2020,0251 – 8624535,,http://stat.ipb.ac.id,statistika@ipb.ac.id,"Jalan Meranti Wing 22 Level 4 Kampus IPB Darmaga, Bogor",Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,0,0,Aktif,Unggul,-,,
IcagfWhD5BoaFZNBTIXZ79Hz9qyM1-Cuel2sVbtrIbk3Np_YPzxTwI2bLWQqgVSEMpAzNA==,STATISTIKA DAN SAINS DATA,S1,INSTITUT PERTANIAN BOGOR,IPB,GPUtm7kPhsrqpkcR9TzV7jM1f7RS5z2lS2dG7Q_vNYnXQ57xed9a7tfaZAAzvlpyVnKM5w==,PMO1JPQuMUdMWwjK1BmRjbfgtGdRDVlBYUeQA__lQPEjf3V47QiZ1Th46EbnzdgqRz88TQ==,Institut Pertanian Bogor,002003  ,Statistika dan Sains Data,49201,MIPA,S1,2020-02-03T00:00:00Z,2020-02-03T00:00:00Z,57/IT3/PP/2020,0251-8624535,0251-8624535,stat.ipb.ac.id,statistika@apps.ipb.ac.id,,Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,0,0,Aktif,Unggul,-,,
uhcW-7nxOdSkrIwJkK0gIKD7hjeWvZAx9ykHE5rl1BpOp-VJTMR9e4rrBa623LwozQQRtw==,STATISTIKA,S1,INSTITUT AGAMA KRISTEN NEGERI TARUTUNG,IAKN TARUTUNG,QYl90-7FFTkWVIw8QGRUo8wMImjTu4rn9FARlmVcwMvlJl6dOmySKBzcHl_y9VjSz0gvYg==,Pp-aeylfYo7bLpx7zomwt6eHjXyUZ3Dcy9KSbS0_70Py6cBZvamBb2wW53JI26fOyh_Bfg==,Institut Agama Kristen Negeri Tarutung,222001  ,Statistika,49201,MIPA,S1,2024-01-17T00:00:00Z,2024-01-17T00:00:00Z,105/E/O/2024,,,,,,Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Sipoholon,0,0,Aktif,Baik,-,,
ILVUpsvy_SfiLNt6n-8tr5gNI362EFkYjZNSGbYhv1MaL4NtIpCzpQuIQBXinUKA-RYAfg==,STATISTIKA,S1,UNIVERSITAS ISLAM NEGERI ABDUL MUTHALIB SANGADJI AMBON,,4fAcs_evzcKnsIpRXrNInr88l6YKckC2UJLIWUIGRPe8y0b2oUugXRMg2XqduIVeVP_16A==,Ov75i7eX5Rzv0SME5jxc0sel7vB6kfQy4yM2Ju2ufiAFmFU0ZNEhVl7G8MfJI2InGVw3Dg==,Universitas Islam Negeri Abdul Muthalib Sangadji Ambon,201038  ,Statistika,49201,MIPA,S1,2025-05-08T00:00:00Z,2025-05-08T00:00:00Z,Peraturan Presiden Nomor 60 Tahun 2025,,,,,,Prov. Maluku,Kota Ambon,Tidak Diisi,0,0,Aktif,Baik,-,,
qdYuXkTFgLLvn4bN2IDrwPMNeGV7wQ4giZpMXQFrlU6a6-kOjCD94IrImryU121f-yOVbg==,STATISTIKA,S1,UNIVERSITAS PGRI ADI BUANA SURABAYA,UNIPA SURABAYA,GY5i4ozM5TzPz8AiEwp7yK8xGrWtjYsH8UYPf1Xmsd-xpEFRkJGWZw2XglIx4VaWCDx7xw==,qO_xt1DiFqjR3Xvi0SmaE1xbu5OrNz7VOAfdVk5M3p-KLaSnEja0FwVhXsgs2B7kNtghtg==,Universitas PGRI Adi Buana Surabaya,071049  ,Statistika,49201,MIPA,S1,1998-06-23T00:00:00Z,2011-09-29T00:00:00Z,8910/D/T/K-VII/2011                     ,031 5053128         ,                    ,https://statistika.unipasby.ac.id/             ,statistika@unipasby.ac.id          ,Jl. Dukuh Menanggal XII Surabaya                            ,Prov. Jawa Timur,Kota Surabaya,Tidak Diisi,-7.343724,112.72151,Aktif,B,-,,
H2QO-PYxjuAV3GzkPRcB13yZhg2VMBzBWNOA27Nsr12ezRWykNkIVqQ3-vfAZa1yo_wqkA==,SAINS AKTUARIA,S1,INSTITUT TEKNOLOGI STATISTIKA DAN BISNIS MUHAMMADIYAH SEMARANG,ITESA MUHAMMADIYAH,Kj9L_et0Mn5qKRDVYks4dIPdZx3LVpBVPOrNtLJPXDle66O7_ihH6PlZqm0zNSGTOZ93AA==,JTxAKjLS3aiuWmbYPQqV8Ywn5WfZ5PJ4GiypBSv0qysQlXn5biIiWkQ_8HVl5QuTKDFP1A==,Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang,062010  ,Sains Aktuaria,94203,MIPA,S1,2021-07-26T00:00:00Z,2021-07-26T00:00:00Z,347/E/O/2021,,,,,,Prov. Jawa Tengah,Kota Semarang,Tidak Diisi,0,0,Aktif,Baik,-,,
hiXU2S4lStoV0kiVN2-mFgAlYWnWsXFI7u9DU3SoLR7fOADQb7NYlRnqYVnDsaxDNGnEsQ==,MANAJEMEN RITEL,S1,INSTITUT TEKNOLOGI STATISTIKA DAN BISNIS MUHAMMADIYAH SEMARANG,ITESA MUHAMMADIYAH,Cv8HBxur4dEUnuaBqH4fk1UOQrVMEsiYxXcs1odbPw8hi2m29CWjOmEYS7NKNaDCvEyuvA==,VN1uXqtru09HfwCJqCPclKOH_o36Jewh3-cuCkQgXJE5WNmiXjc6ZKsyQHW2mOLAHXYZKg==,Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang,062010  ,Manajemen Ritel,61201,Ekonomi,S1,2021-07-26T00:00:00Z,2021-07-26T00:00:00Z,347/E/O/2021,,,,,,Prov. Jawa Tengah,Kota Semarang,Tidak Diisi,0,0,Aktif,Baik,-,,
S1Ge5z1M_2K55e27AcnZuOIQlxJBVmGo-W12Rz-oy4wgnPmWxe8KkjJnNSO17yS2wAeLHA==,STATISTIKA,S1,UNIVERSITAS ISLAM NEGERI SJECH M. DJAMIL DJAMBEK BUKITTINGGI,UIN BUKITTINGGI,2yinF0AbXqHhIiLLrC7zQ_rVLoLRD8i0SxswmnUbddoBlaJDR-Ds9iJIT1l0Zrl23h1FnA==,BKZic-bBacu5Igha4mm_zoRPlhY7SmjdOuWzjzYBMkLG8vtBWCaoJvP3fgfKBDlizplpBA==,Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi,201027  ,Statistika,49201,MIPA,S1,2022-12-02T00:00:00Z,2022-12-02T00:00:00Z,884/E/O/2022,075222875,075222875,https://statistikauinbkt@gmail.com,statistika@uinbukittinggi.ac.id,,Prov. Sumatera Barat,Kab. Agam,Tidak Diisi,-0.32181,100.397614,Aktif,Baik,-,,
Md0QLwOo-6Zt8_JtEYdFbgoUpivHDNvZDi-8oQPuaSXWEf5KVUGIfZh3QyNGWK9H8PexnA==,STATISTIKA,S1,UNIVERSITAS ISLAM NEGERI SULTHAN THAHA SAIFUDDIN JAMBI,UIN SUTHA JAMBI,Sr35dklwpybiXz0PrZjDOJfTiPvmVh7m72EKsSh6Bx3Oe2sDjCYmA-GVKX9o8eB3H-km9w==,q1c4vZGZBztjRfI8Zo_LZZ8Ji3t7iAGkt88odmFaE0N-MW-kyOlu1mhipXraf63T6g9YIQ==,Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,201016  ,Statistika,49201,MIPA,S1,2022-08-31T00:00:00Z,2022-08-31T00:00:00Z,632/E/O/2022,,,,,,Prov. Jambi,Kota Jambi,Tidak Diisi,-1.606648,103.5085837,Aktif,Baik,-,,
A0CeEBxWDwD9rT4ZWy2AoX6kqHm8SWcXmbQ-GXcXTO0OsL8TOv1LzmBHsSMd1Zuv8wKfqg==,REKAYASA PERANGKAT LUNAK,S1,INSTITUT TEKNOLOGI STATISTIKA DAN BISNIS MUHAMMADIYAH SEMARANG,ITESA MUHAMMADIYAH,Z0RY5B5yN8M4IAwnHMcgC3p_bnQ9p6TPPcW9koUjYm3OChhbNSQga08Ura-g_MJOJPgNOw==,PtA2w36CqF6_furC340uvjSM4z6ZcBanw1mWBBpRa2Yzmn82MDuGklXPCRUYz9zMnu7qDQ==,Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang,062010  ,Rekayasa Perangkat Lunak,58201,Teknik,S1,2021-07-26T00:00:00Z,2021-07-26T00:00:00Z,347/E/O/2021,,,,,,Prov. Jawa Tengah,Kota Semarang,Tidak Diisi,0,0,Aktif,Baik Sekali,-,,
vubm6HadiURT1cWqkAbUbI20xUv3_y2TEbnI6TVB2R3bw2AVvdPv7appF7aKf-r_wiILoA==,STATISTIK,S1,UNIVERSITAS TANJUNGPURA,UNTAN,MZAwHW5fQApdp5lyvGljfvZSJAp7HswGqSJ37vLfPrb5Ren3SLSOHTvrvbfK5AppZUrPuA==,wThNZlWp3z-RFxPRAD4pJ3uj3nJbE5-iLjE9tYYfBaA471wcb_XywZb4tGw7tSDHpyiUvA==,Universitas Tanjungpura,001022  ,Statistik,49201,MIPA,S1,2013-07-10T00:00:00Z,2013-07-10T00:00:00Z,630/E.E2/DT/2013,,,,,-,Prov. Kalimantan Barat,Kota Pontianak,Kec. Pontianak Tenggara,0,0,Aktif,Baik Sekali,-,,
eTQX3l2TZe_W3HdJ442Xk7Kt-Sd_mYJ7QQcVDx_oSdfjb2Yg6TQkZtYTyJbKS9TewfNTig==,STATISTIK,S1,UNIVERSITAS PGRI ARGOPURO JEMBER,UNIPAR,qTy7cNiwErxvLgFlSIOqe3JhcKZLuTWJOGGCvPLN8VJlopRBbir5lpXtTu-BMC49506rlQ==,PcNlb1y98WlcBRuX_5KntDsOsY6Jbsu4CI4Bv1h-AMR8ntryJbskU420F_8cqzSqkNVmaA==,Universitas PGRI Argopuro Jember,071106  ,Statistik,49201,MIPA,S1,2021-04-12T00:00:00Z,2021-04-12T00:00:00Z,131/E/O/2021,,,,,,Prov. Jawa Timur,Kab. Jember,Kec. Sumbersari,0,0,Aktif,Baik,-,,
sYUMwVWMZP7keqDs24L0nJmREFr5eKF_RvBKEVjDP5Vqy57v2DiZ0Zp0v0Z7ZhgsZHd6_Q==,ILMU STATISTIK,S3,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,1pDwk8qXje_Tvl2td-ktssHzGMNEXVhYNcXHkPBDx2ZJICGShVjq1WfPbk8d31ZOEwHXXQ==,rwBGbUt1otPDmnCVmmkt6pLzplsJzdn_BVWqQAOUlqOs1-jmyJaSECsa3PrGFw-FV3LUCw==,Institut Teknologi Sepuluh Nopember,002002  ,Ilmu Statistik,49001,MIPA,S3,2006-08-14T00:00:00Z,2012-04-20T00:00:00Z,11578/D/T/K-N/2012                      ,031-5943352      ,031-5922940         ,statistics.its.ac.id            ,statistika@its.ac.id                    ,"Jurusan Statistika S3 FMIPA, Kampus ITS Sukolilo Surabaya   ",Prov. Jawa Timur,Kota Surabaya,Kec. Sukolilo,-7.2857865,112.7939527,Aktif,A,-,,
